question_id,role,ticker,year,report_id,table,table_ordinal,row,column,row_label,column_header,raw,parsed_value,source_section,seed_column_header,source_scale,sign_convention,value_base,raw_occurrences_in_logical_grid,title_context
252,value,BSR,2025,BSR_financial_statements_2025_separate,BSR_financial_statements_2025_separate|1120,24,2,1,Dự án nâng cấp mở rộng Nhà máy Lọc dầu Dung Quát (*),Số cuối năm | VND | 1.896.821.467.919,1.896.821.467.919,1896821467919.0,Số cuối năm | Số đầu năm > VND,Số cuối năm | VND,1.0,as_printed,1896821467919.0,1,"['Bản quyền bằng sáng chế Phần mềm máy tính Tài sản cố định vô hình khác Tổng VND VND VND VND NGUYÊN GIÁ Số dư đầu năm 438.606.719.617 531.627.496.962 32.703.172.505 1.002.937.389.084 Mua trong năm - 19.984.456.000 - 19.984.456.000 Giảm khác - (2.558.000.000) - (2.558.000.000) Số dư cuối năm 438.606.719.617 549.053.952.962 32.703.172.505 1.020.363.845.084 GIÁ TRỊ HAO MÒN LỦY KẾ Số dư đầu năm 354.879.401.337 422.435.363.631 30.075.762.946 807.390.527.914 Khấu hao trong năm 15.481.495.021 66.083.241.600 479.502.245 82.044.238.866 Tăng khác - 654.304.136 - 654.304.136 Giảm khác - (2.558.000.000) - (2.558.000.000) Số dư cuối năm 370.360.896.358 486.614.909.367 30.555.265.191 887.531.070.916 GIÁ TRỊ CÒN LẠI Tại ngày đầu năm 83.727.318.280 109.192.133.331 2.627.409.559 195.546.861.170 Tại ngày cuối năm 68.245.823.259 62.439.043.595 2.147.907.314 132.832.774.168', 'Nguyên giá của các tài sản cố định vô hình đã khấu hao hết nhưng vẫn còn sử dụng tại ngày 31 tháng 12 năm 2025 là 549,5 tỷ VND (ngày 31 tháng 12 năm 2024: 434,6 tỷ VND).', '14. CHI PHÍ XÂY DỰNG CƠ BẢN DỞ DANG']"
257,cfo,VAB,2025,VAB_financial_statements_2025_consolidated,VAB_financial_statements_2025_consolidated|434,9,27,2,I. Lưu chuyển tiền thuần từ hoạt động kinh doanh,Năm nay | LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH | 9.415.140.439.227,7.801.374.240.320,7801374240320.0,,Năm nay | LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,1.0,as_printed,7801374240320.0,1,"['Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2025', '(theo phương pháp trực tiếp)', 'Đơn vị tính: VND']"
273,value,DCM,2016,DCM_financial_statements_2016_separate,DCM_financial_statements_2016_separate|1016,34,2,1,Doanh thu kinh doanh Ure,Năm nay | VND | 4.469.266.949.185,4.469.266.949.185,4469266949185.0,Năm nay | Từ ngày 15/01/2015đến ngày 31/12/2015 > VND,Năm nay | VND,1.0,as_printed,4469266949185.0,1,"['Hoạt động chính của Công ty là sản xuất và kinh doanh các loại phân bón sử dụng trong nông nghiệp. Theo đó, thông tin tài chính trình bày trên bằng cân đối kế toán tại ngày 31 tháng 12 năm 2016 và toàn bộ doanh thu, chi phí trình bày trên Báo cáo kết quả hoạt động kinh doanh cho năm tài chính kết thúc ngày 31 tháng 12 năm 2016 là liên quan đến hoạt động sản xuất và kinh doanh phân bón. Doanh thu, giá vốn theo từng mặt hàng và hoạt động sản xuất kinh doanh được trình bày tại Thuyết minh số 24 và số 25.', 'Công ty thực hiện phân phối các sản phẩm phân bón chủ yếu ở các thị trường Tây Nam Bộ, Đông Nam Bộ và Tây Nguyên. Trong năm, Công ty thực hiện xuất khẩu sản phẩm Đạm Cà Mau sang thị trường Campuchia với doanh thu khoảng 411 tỷ đồng (doanh thu xuất khẩu trong kỳ hoạt động từ ngày 15 tháng 01 năm 2015 đến 31 tháng 12 năm 2015 là khoảng 263 tỷ đồng) - chiếm tỷ trọng không đáng kể trong tổng doanh thu bán hàng và cung cấp dịch vụ của Công ty. Do vây, hầu như toàn bộ hoạt động sản xuất kinh doanh của Công ty được thực hiện trong lãnh thổ Việt Nam.', '24. DOANH THU']"
277,value,VNM,2022,VNM_financial_statements_2022_consolidated,VNM_financial_statements_2022_consolidated|1938,70,1,1,Lợi nhuận thuần trong năm – thuộc về cổ đông phổ thông trước khi trích quỹ khen thưởng và phúc lợi,2022VND | 8.516.023.694.342 | (924.627.242.747),8.516.023.694.342,8516023694342.0,2022VND | 2021VND,2022VND,1.0,as_printed,8516023694342.0,1,"['11. Lãi cơ bản trên cổ phiếu', 'Việc tính toán lãi cơ bản trên cổ phiếu cho năm kết thúc ngày 31 tháng 12 năm 2022 được dựa trên lợi nhuận thuộc về cổ đông phổ thông sau khi trừ di khoản phân bổ vào quỹ khen thưởng và phúc lợi và số lượng cổ phiếu phổ thông bình quân gia quyền. chi tiết như sau:', '(a) Lợi nhuận thuần thuộc về cổ đông phổ thông']"
286,net_profit,DTK,2015,DTK_financial_statements_2015_consolidated,DTK_financial_statements_2015_consolidated|289,4,21,3,Lợi nhuận sau thuế chưa phân phối,31/12/2015 | 22.285.132.242.477 | 5.124.600.002.464,(846.949.697.402),-846949697402.0,- Cổ phiếu ưu đãi | 411b | -,31/12/2015,1.0,as_printed,-846949697402.0,1,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT (Tiếp theo)', 'Ngày 31 tháng 12 năm 2015', 'Đơn vị: VND']"
287,net_profit,VIF,2021,VIF_financial_statements_2021_separate,VIF_financial_statements_2021_separate|1771,68,11,7,Lợi nhuận thuần sau thuế,Đơn vị tính: VND Tổng cộng | Tại ngày 31 tháng 12 năm 2021 và cho năm tài chính kết thúc cùng ngày | Doanh thu,219.211.504.515,219211504515.0,Kết quả,Đơn vị tính: VND Tổng cộng | Tại ngày 31 tháng 12 năm 2021 và cho năm tài chính kết thúc cùng ngày | Doanh thu,1.0,as_printed,219211504515.0,1,"['THUYẾT MINH BÁO CÁO TÀI CHÍNH RIÊNG (tiếp theo)', 'vào ngày 31 tháng 12 năm 2021 và cho năm tài chính kết thúc cùng ngày', '33. THÔNG TIN THEO BỘ PHẦN (tiếp theo)']"
296,value,VIB,2015,VIB_financial_statements_2015_consolidated,VIB_financial_statements_2015_consolidated|1300,56,5,1,Lãi trên mỗi cổ phiếu (VND/cổ phiếu),Năm 2015 | 521.066 | -,1.161,1161.0,Năm 2015 | Năm 2014 > Trừ Quỹ khen thưởng phúc lợi | -,Năm 2015 | -,1.0,as_printed,1161.0,1,"['Việc trích lập các quỹ còn lại do tổ chức tín dụng tự quyết định.', 'Ngân hàng đã thực hiện trích lập các quỹ dự trữ cho năm 2014 dựa trên kết quả hoạt động kinh doanh năm 2014 sau khi có nghị quyết của Đại hội đồng cổ đông phê duyệt.', '18.3 Lãi trên mỗi cổ phiếu']"
303,value,STB,2020,STB_financial_statements_2020_consolidated,STB_financial_statements_2020_consolidated|1905,87,1,1,Thu nhập từ hoạt động dịch vụ,Năm nayTriệu đồng | 5.476.812 | 1.333.412,5.476.812,5476812.0,Năm nayTriệu đồng | Năm trướcTriệu đồng,Năm nayTriệu đồng,1000000.0,as_printed,5476812000000.0,1,"['26. CHI PHÍ LÃI VÀ CÁC CHI PHÍ TƯƠNG TỰ', 'Năm nayTriệu đồng Năm trướcTriệu đồng Cho lãi tiền gửi của khách hàng và các TCTD khác 20.999.656 20.237.351 Cho lãi phát hành giấy tờ có giá 824.757 783.935 Cho lãi tiền vay NHNN Việt Nam và các TCTD khác 117.982 158.903 Cho hoạt động tín dụng khác 118.718 116.094 22.061.113 21.296.283', '27. LÃI THUÂN TỪ HOẠT ĐỘNG DỊCH VỤ']"
315,total_assets,SAB,2023,SAB_financial_statements_2023_separate,SAB_financial_statements_2023_separate|1324,38,6,2,Tổng tài sản thuế thu nhập hoãn lại,31/12/2023 VND | Tài sản thuế thu nhập hoãn lại ghi nhận trên: | 68.504.514.000,136.864.410.350,136864410350.0,Thuế suất | 31/12/2023 VND | 1/1/2023 VND > Tài sản thuế thu nhập hoãn lại ghi nhận trên:,31/12/2023 VND | Tài sản thuế thu nhập hoãn lại ghi nhận trên:,1.0,as_printed,136864410350.0,1,"['(Ban hành theo Thông tư số 200/2014/TT-BTC', 'ngày 22 tháng 12 năm 2014 của Bộ Tài chính)', '17. Tài sản thuế thu nhập hoãn lại']"
329,net_profit,ACB,2024,ACB_financial_statements_2024_separate,ACB_financial_statements_2024_separate|216,5,21,3,XIII | Lợi nhuận sau thuế,Năm 2024 Triệu VND | 49.688.521 | (22.746.651),16.085.199,16085199.0,,Năm 2024 Triệu VND,1000000.0,as_printed,16085199000000.0,1,"['NGÂN HÀNG THƯƠNG MẠI CÓ PHẦN Á CHẦU', 'Mẫu B03/TCTD', 'BÁO CÁO KẾT QUẢ HOẠT ĐỘNG RIÊNG']"
332,net_profit,GVR,2024,GVR_financial_statements_2024_separate,GVR_financial_statements_2024_separate|325,8,18,3,16. Lợi nhuận sau thuế thu nhập doanh nghiệp,Năm 2024 | VND | 2.939.171.435.996,2.353.531.650.555,2353531650555.0,,Năm 2024 | VND,1.0,as_printed,2353531650555.0,2,"['31/12/2024', 'BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH RIÊNG', 'Cho năm tài chính kết thúc ngày 31/12/2024']"
352,value,NLG,2019,NLG_financial_statements_2019_consolidated,NLG_financial_statements_2019_consolidated|1457,63,3,1,Chi phí thuế TNDN hiện hành,Năm nay | 206.218.688.627 | 10.171.948.106,216.390.636.733,216390636733.0,Năm nay | VNDNăm trước,Năm nay,1.0,as_printed,216390636733.0,1,"['Thuế suất thuế thu nhập doanh nghiệp (""TNDN"") áp dụng cho Công ty là 20% thu nhập chịu thuế. Các công ty con trong Nhóm Công ty áp dụng các mức thuế suất thuế TNDN dao động từ 18% đến 20% theo từng công ty.', 'Các báo cáo thuế của Nhóm Công ty sẽ chịu sự kiểm tra của cơ quan thuế. Do việc áp dụng luật và các quy định về thuế có thể được giải thích theo nhiều cách khác nhau, số thuế được trình bày trên các báo cáo tài chính hợp nhất có thể sẽ bị thay đổi theo quyết định cuối cùng của cơ quan thuế.', '34.1 Chi phí thuế TNDN']"
363,interest_expense,KBC,2016,KBC_financial_statements_2016_consolidated,KBC_financial_statements_2016_consolidated|276,8,8,3,Trong đó: Chi phí lãi vay,Năm nay | 1.972.459.422.710 | -,(81.656.871.847),-81656871847.0,,interest_expense,1.0,absolute_expense,81656871847.0,1,"['B02-DN/HN', 'BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT cho năm tài chính kết thúc ngày 31 tháng 12 năm 2016', 'Đơn vị tính: VND']"
363,pretax_profit,KBC,2016,KBC_financial_statements_2016_consolidated,KBC_financial_statements_2016_consolidated|276,8,16,3,15. Tổng lợi nhuận kế toán trước thuế,Năm nay | 1.972.459.422.710 | -,921.361.545.847,921361545847.0,,pbt,1.0,as_printed,921361545847.0,1,"['B02-DN/HN', 'BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT cho năm tài chính kết thúc ngày 31 tháng 12 năm 2016', 'Đơn vị tính: VND']"
363,liabilities,KBC,2016,KBC_financial_statements_2016_consolidated,KBC_financial_statements_2016_consolidated|243,6,1,3,C. NỘ PHẢI TRẢ,Số cuối năm | 6.036.457.811.415 | 3.372.803.878.061,6.036.457.811.415,6036457811415.0,,liabilities,1.0,as_printed,6036457811415.0,1,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẮT (tiếp theo)', 'ngày 31 tháng 12 năm 2016', 'Đơn vị tính: VND']"
363,equity,KBC,2016,KBC_financial_statements_2016_consolidated,KBC_financial_statements_2016_consolidated|258,7,1,3,D. VỐN CHỦ SỞ HỮU,Số cuối năm | 8.621.089.984.484,8.621.089.984.484,8621089984484.0,,equity,1.0,as_printed,8621089984484.0,2,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT (tiếp theo)', 'ngày 31 tháng 12 năm 2016', 'Đơn vị tính: VND']"
363,interest_expense,KBC,2017,KBC_financial_statements_2017_consolidated,KBC_financial_statements_2017_consolidated|301,7,8,3,Trong đó: Chỉ phí lãi vay,Năm nay | 1.260.198.518.971 | -,(106.963.449.754),-106963449754.0,,interest_expense,1.0,absolute_expense,106963449754.0,1,"['BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT', 'cho năm tài chính kết thúc ngày 31 tháng 12 năm 2017', 'Đơn vị tính: VND']"
363,pretax_profit,KBC,2017,KBC_financial_statements_2017_consolidated,KBC_financial_statements_2017_consolidated|301,7,16,3,15. Tổng lợi nhuận kế toán trước thuế,Năm nay | 1.260.198.518.971 | -,811.539.933.682,811539933682.0,,pbt,1.0,as_printed,811539933682.0,1,"['BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT', 'cho năm tài chính kết thúc ngày 31 tháng 12 năm 2017', 'Đơn vị tính: VND']"
363,liabilities,KBC,2017,KBC_financial_statements_2017_consolidated,KBC_financial_statements_2017_consolidated|255,5,1,3,C. NỘ PHẢI TRẢ,Số cuối năm | 6.741.660.188.971 | 3.325.884.769.036,6.741.660.188.971,6741660188971.0,,liabilities,1.0,as_printed,6741660188971.0,1,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT (tiếp theo)', 'ngày 31 tháng 12 năm 2017', 'Đơn vị tính: VND']"
363,equity,KBC,2017,KBC_financial_statements_2017_consolidated,KBC_financial_statements_2017_consolidated|270,6,1,3,D. VỐN CHỦ SỞ HỮU,Số cuối năm | 9.038.107.349.299,9.038.107.349.299,9038107349299.0,,equity,1.0,as_printed,9038107349299.0,2,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT (tiếp theo)', 'ngày 31 tháng 12 năm 2017', 'Đơn vị tính: VND']"
363,interest_expense,KBC,2018,KBC_financial_statements_2018_consolidated,KBC_financial_statements_2018_consolidated|302,8,8,3,Trong đó: Chi phí lãi vay,Năm nay | 2.491.178.878.521 | -,(200.751.707.293),-200751707293.0,,interest_expense,1.0,absolute_expense,200751707293.0,1,"['BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT', 'cho năm tài chính kết thúc ngày 31 tháng 12 năm 2018', 'Đơn vị tính: VND']"
363,pretax_profit,KBC,2018,KBC_financial_statements_2018_consolidated,KBC_financial_statements_2018_consolidated|302,8,16,3,15. Tổng lợi nhuận kế toán trước thuế,Năm nay | 2.491.178.878.521 | -,1.047.227.401.932,1047227401932.0,,pbt,1.0,as_printed,1047227401932.0,1,"['BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT', 'cho năm tài chính kết thúc ngày 31 tháng 12 năm 2018', 'Đơn vị tính: VND']"
363,liabilities,KBC,2018,KBC_financial_statements_2018_consolidated,KBC_financial_statements_2018_consolidated|252,6,1,3,C. NỘ PHẢI TRẢ,Số cuối năm | 7.072.374.423.221 | 3.932.877.663.286,7.072.374.423.221,7072374423221.0,,liabilities,1.0,as_printed,7072374423221.0,1,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT (tiếp theo)', 'ngày 31 tháng 12 năm 2018', 'Đơn vị tính: VND']"
363,equity,KBC,2018,KBC_financial_statements_2018_consolidated,KBC_financial_statements_2018_consolidated|269,7,1,3,D. VỐN CHỦ SỞ HỮU,Số cuối năm | 9.837.357.794.557,9.837.357.794.557,9837357794557.0,,equity,1.0,as_printed,9837357794557.0,2,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT (tiếp theo)', 'ngày 31 tháng 12 năm 2018', 'Đơn vị tính: VND']"
363,interest_expense,KBC,2019,KBC_financial_statements_2019_consolidated,KBC_financial_statements_2019_consolidated|276,8,8,3,Trong đó: Chi phí lãi vay,Năm nay | 3.209.906.030.157 | -,(195.685.878.594),-195685878594.0,,interest_expense,1.0,absolute_expense,195685878594.0,1,"['BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT', 'cho năm tài chính kết thúc ngày 31 tháng 12 năm 2019', 'Đơn vị tính: VND']"
363,pretax_profit,KBC,2019,KBC_financial_statements_2019_consolidated,KBC_financial_statements_2019_consolidated|276,8,16,3,15. Tổng lợi nhuận kế toán trước thuế,Năm nay | 3.209.906.030.157 | -,1.364.174.909.478,1364174909478.0,,pbt,1.0,as_printed,1364174909478.0,1,"['BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT', 'cho năm tài chính kết thúc ngày 31 tháng 12 năm 2019', 'Đơn vị tính: VND']"
363,liabilities,KBC,2019,KBC_financial_statements_2019_consolidated,KBC_financial_statements_2019_consolidated|232,6,1,3,C. NỘ PHẢI TRẢ,Số cuối năm | 6.051.858.701.629 | 4.067.458.297.616,6.051.858.701.629,6051858701629.0,,liabilities,1.0,as_printed,6051858701629.0,1,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT (tiếp theo)', 'ngày 31 tháng 12 năm 2019', 'Đơn vị tính: VND']"
363,equity,KBC,2019,KBC_financial_statements_2019_consolidated,KBC_financial_statements_2019_consolidated|247,7,1,3,D. VỐN CHỦ SỞ HỮU,Số cuối năm | 10.381.131.101.072,10.381.131.101.072,10381131101072.0,,equity,1.0,as_printed,10381131101072.0,2,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT (tiếp theo)', 'ngày 31 tháng 12 năm 2019', 'Đơn vị tính: VND']"
363,interest_expense,KBC,2020,KBC_financial_statements_2020_consolidated,KBC_financial_statements_2020_consolidated|296,9,8,3,Trong đó: Chi phí lãi vay,Năm nay | 2.150.962.555.356 | -,(195.387.067.311),-195387067311.0,,interest_expense,1.0,absolute_expense,195387067311.0,1,"['BÁO CÁO KÊT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT', 'cho năm tài chính kết thúc ngày 31 tháng 12 năm 2020', 'Đơn vị tính: VND']"
363,pretax_profit,KBC,2020,KBC_financial_statements_2020_consolidated,KBC_financial_statements_2020_consolidated|296,9,16,3,15. Tổng lợi nhuận kế toán trước thuế,Năm nay | 2.150.962.555.356 | -,453.172.376.342,453172376342.0,,pbt,1.0,as_printed,453172376342.0,1,"['BÁO CÁO KÊT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT', 'cho năm tài chính kết thúc ngày 31 tháng 12 năm 2020', 'Đơn vị tính: VND']"
363,liabilities,KBC,2020,KBC_financial_statements_2020_consolidated,KBC_financial_statements_2020_consolidated|248,7,1,3,C. NỘ PHẢI TRẢ,Số cuối năm | 13.132.883.122.220 | 6.962.196.498.660,13.132.883.122.220,13132883122220.0,,liabilities,1.0,as_printed,13132883122220.0,1,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT (tiếp theo)', 'ngày 31 tháng 12 năm 2020', 'Đơn vị tính: VND']"
363,equity,KBC,2020,KBC_financial_statements_2020_consolidated,KBC_financial_statements_2020_consolidated|265,8,1,3,D. VỐN CHỦ SỞ HỮU,Số cuối năm | 10.652.995.127.729,10.652.995.127.729,10652995127729.0,,equity,1.0,as_printed,10652995127729.0,2,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT (tiếp theo)', 'ngày 31 tháng 12 năm 2020', 'Đơn vị tính: VND']"
365,revenue,KBC,2016,KBC_financial_statements_2016_consolidated,KBC_financial_statements_2016_consolidated|276,8,3,3,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,Năm nay | 1.972.459.422.710 | -,1.972.459.422.710,1972459422710.0,,net_revenue,1.0,as_printed,1972459422710.0,2,"['B02-DN/HN', 'BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT cho năm tài chính kết thúc ngày 31 tháng 12 năm 2016', 'Đơn vị tính: VND']"
365,gross_profit,KBC,2016,KBC_financial_statements_2016_consolidated,KBC_financial_statements_2016_consolidated|276,8,5,3,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,Năm nay | 1.972.459.422.710 | -,1.107.393.166.169,1107393166169.0,,gross_profit,1.0,as_printed,1107393166169.0,1,"['B02-DN/HN', 'BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT cho năm tài chính kết thúc ngày 31 tháng 12 năm 2016', 'Đơn vị tính: VND']"
365,cfo,KBC,2016,KBC_financial_statements_2016_consolidated,KBC_financial_statements_2016_consolidated|300,9,16,3,Lưu chuyển tiền thuần tử/(sử dụng vào) hoạt động kinh doanh,Năm nay | 921.361.545.847,909.870.065.843,909870065843.0,,cfo,1.0,as_printed,909870065843.0,1,"['BÁO CÁO LƯU CHUYỀN TIỀN TỆ HỢP NHẤT', 'cho năm tài chính kết thúc ngày 31 tháng 12 năm 2016', 'Đơn vị tính: VND']"
365,revenue,KBC,2017,KBC_financial_statements_2017_consolidated,KBC_financial_statements_2017_consolidated|301,7,3,3,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,Năm nay | 1.260.198.518.971 | -,1.260.198.518.971,1260198518971.0,,net_revenue,1.0,as_printed,1260198518971.0,2,"['BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT', 'cho năm tài chính kết thúc ngày 31 tháng 12 năm 2017', 'Đơn vị tính: VND']"
365,gross_profit,KBC,2017,KBC_financial_statements_2017_consolidated,KBC_financial_statements_2017_consolidated|301,7,5,3,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,Năm nay | 1.260.198.518.971 | -,649.670.083.580,649670083580.0,,gross_profit,1.0,as_printed,649670083580.0,1,"['BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT', 'cho năm tài chính kết thúc ngày 31 tháng 12 năm 2017', 'Đơn vị tính: VND']"
